syn609	>AVX54871.1	Chromosome replication initiation protein [synthetic bacterium JCVI-Syn3A]
syn61	>AVX54600.1	Serine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn610	>AVX54872.1	DNA-formamidopyrimidine glycosylase [synthetic bacterium JCVI-Syn3A]
syn611	>AVX54873.1	DNA polymerase I [synthetic bacterium JCVI-Syn3A]
syn612	>AVX54874.1	DNA polymerase III subunit alpha [synthetic bacterium JCVI-Syn3A]
syn613	>AVX54875.1	Tyrosine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn614	>AVX54876.1	Nicotinate phosphoribosyltransferase [synthetic bacterium JCVI-Syn3A]
syn615	>AVX54877.1	Uncharacterized protein JCVISYN3A_0615 [synthetic bacterium JCVI-Syn3A]
syn616	>AVX54878.1	Fatty acid binding protein [synthetic bacterium JCVI-Syn3A]
syn617	>AVX54879.1	Fatty acid binding protein [synthetic bacterium JCVI-Syn3A]
syn620	>AVX54880.1	Uncharacterized transcriptional regulator [synthetic bacterium JCVI-Syn3A]
syn621	>AVX54881.1	Acyl carrier protein [synthetic bacterium JCVI-Syn3A]
syn622	>AVX54882.1	Uncharacterized lipoprotein [synthetic bacterium JCVI-Syn3A]
syn623	>AVX54883.1	Uncharacterized protein JCVISYN3A_0623 [synthetic bacterium JCVI-Syn3A]
syn63	>AVX54601.1	Uncharacterized tRNA dihydrouridine synthase [synthetic bacterium JCVI-Syn3A]
syn634	>AVX54884.1	Leucine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn636	>AVX54885.1	Uncharacterized lipoprotein [synthetic bacterium JCVI-Syn3A]
syn637	>AVX54886.1	30S ribosomal protein S9 [synthetic bacterium JCVI-Syn3A]
syn638	>AVX54887.1	50S ribosomal protein L13 [synthetic bacterium JCVI-Syn3A]
syn639	>AVX54888.1	Uncharacterized efflux ABC transporter permease [synthetic bacterium JCVI-Syn3A]
syn64	>AVX54602.1	Lysine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn640	>AVX54889.1	tRNA pseudouridine(38-40) synthase [synthetic bacterium JCVI-Syn3A]
syn641	>AVX54890.1	ECF transporter T component [synthetic bacterium JCVI-Syn3A]
syn642	>AVX54891.1	ECF transporter ATPase [synthetic bacterium JCVI-Syn3A]
syn643	>AVX54892.1	ECF transporter ATPase [synthetic bacterium JCVI-Syn3A]
syn644	>AVX54893.1	50S ribosomal protein L17 [synthetic bacterium JCVI-Syn3A]
syn645	>AVX54894.1	DNA-directed RNA polymerase subunit alpha [synthetic bacterium JCVI-Syn3A]
syn646	>AVX54895.1	30S ribosomal protein S11 [synthetic bacterium JCVI-Syn3A]
syn647	>AVX54896.1	30S ribosomal protein S13 [synthetic bacterium JCVI-Syn3A]
syn648	>AVX54897.1	50S ribosomal protein L36 [synthetic bacterium JCVI-Syn3A]
syn649	>AVX54898.1	Translation initiation factor IF-1 [synthetic bacterium JCVI-Syn3A]
syn65	>AVX54603.1	Thioredoxin [synthetic bacterium JCVI-Syn3A]
syn650	>AVX54899.1	Type I methionyl aminopeptidase [synthetic bacterium JCVI-Syn3A]
syn651	>AVX54900.1	Adenylate kinase [synthetic bacterium JCVI-Syn3A]
syn652	>AVX54901.1	Preprotein translocase subunit [synthetic bacterium JCVI-Syn3A]
syn653	>AVX54902.1	50S ribosomal protein L15 [synthetic bacterium JCVI-Syn3A]
syn654	>AVX54903.1	30S ribosomal protein S5 [synthetic bacterium JCVI-Syn3A]
syn655	>AVX54904.1	50S ribosomal protein L18 [synthetic bacterium JCVI-Syn3A]
syn656	>AVX54905.1	50S ribosomal protein L6 [synthetic bacterium JCVI-Syn3A]
syn657	>AVX54906.1	30S ribosomal protein S8 [synthetic bacterium JCVI-Syn3A]
syn658	>AVX54907.1	30S ribosomal protein S14 [synthetic bacterium JCVI-Syn3A]
syn659	>AVX54908.1	50S ribosomal protein L5 [synthetic bacterium JCVI-Syn3A]
syn66	>AVX54604.1	Low specificity hydrolase [synthetic bacterium JCVI-Syn3A]
syn660	>AVX54909.1	50S ribosomal protein L24 [synthetic bacterium JCVI-Syn3A]
syn661	>AVX54910.1	50S ribosomal protein L14 [synthetic bacterium JCVI-Syn3A]
syn662	>AVX54911.1	30S ribosomal protein S17 [synthetic bacterium JCVI-Syn3A]
syn663	>AVX54912.1	50S ribosomal protein L29 [synthetic bacterium JCVI-Syn3A]
syn664	>AVX54913.1	50S ribosomal protein L16 [synthetic bacterium JCVI-Syn3A]
syn665	>AVX54914.1	30S ribosomal protein S3 [synthetic bacterium JCVI-Syn3A]
syn666	>AVX54915.1	50S ribosomal protein L22 [synthetic bacterium JCVI-Syn3A]
syn667	>AVX54916.1	30S ribosomal protein S19 [synthetic bacterium JCVI-Syn3A]
syn668	>AVX54917.1	50S ribosomal protein L2 [synthetic bacterium JCVI-Syn3A]
syn669	>AVX54918.1	50S ribosomal protein L23 [synthetic bacterium JCVI-Syn3A]
syn670	>AVX54919.1	50S ribosomal protein L4 [synthetic bacterium JCVI-Syn3A]
syn671	>AVX54920.1	50S ribosomal protein L3 [synthetic bacterium JCVI-Syn3A]
syn672	>AVX54921.1	30S ribosomal protein S10 [synthetic bacterium JCVI-Syn3A]
syn684	>AVX54922.1	Bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase [synthetic bacterium JCVI-Syn3A]
syn685	>AVX54923.1	Sodium transporter [synthetic bacterium JCVI-Syn3A]
syn686	>AVX54924.1	Potassium transporter [synthetic bacterium JCVI-Syn3A]
syn687	>AVX54925.1	Glutamyl-tRNA amidotransferase subunit B [synthetic bacterium JCVI-Syn3A]
syn688	>AVX54926.1	Glutamyl-tRNA amidotransferase subunit A [synthetic bacterium JCVI-Syn3A]
syn689	>AVX54927.1	Glutamyl-tRNA amidotransferase subunit C [synthetic bacterium JCVI-Syn3A]
syn690	>AVX54928.1	DNA ligase (NAD(+)) [synthetic bacterium JCVI-Syn3A]
syn691	>AVX54929.1	Uncharacterized protein JCVISYN3A_0691 [synthetic bacterium JCVI-Syn3A]
syn692	>AVX54930.1	Uncharacterized pseudouridine synthase [synthetic bacterium JCVI-Syn3A]
syn693	>AVX54931.1	Uncharacterized protease [synthetic bacterium JCVI-Syn3A]
syn694	>AVX54932.1	Phosphocarrier protein [synthetic bacterium JCVI-Syn3A]
syn695	>AVX54933.1	ATP-dependent DNA helicase [synthetic bacterium JCVI-Syn3A]
syn696	>AVX54934.1	Uncharacterized transporter [synthetic bacterium JCVI-Syn3A]
syn697	>AVX54935.1	Uncharacterized glycosyl transferase [synthetic bacterium JCVI-Syn3A]
syn7	>AVX54575.1	DNA gyrase subunit A [synthetic bacterium JCVI-Syn3A]
syn706	>AVX54936.1	Thiamine ABC transporter permease [synthetic bacterium JCVI-Syn3A]
syn707	>AVX54937.1	Thiamine ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3A]
syn708	>AVX54938.1	Thiamine ABC transporter substrate-binding protein [synthetic bacterium JCVI-Syn3A]
syn710	>AVX54939.1	Uncharacterized hydrolase [synthetic bacterium JCVI-Syn3A]
syn726	>AVX54940.1	Glucosamine-6-phosphate deaminase [synthetic bacterium JCVI-Syn3A]
syn727	>AVX54941.1	Triose-phosphate isomerase [synthetic bacterium JCVI-Syn3A]
syn728	>AVX54942.1	Uncharacterized hydrolase [synthetic bacterium JCVI-Syn3A]
syn729	>AVX54943.1	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) [synthetic bacterium JCVI-Syn3A]
syn730	>AVX54944.1	Uncharacterized protein JCVISYN3A_0730 [synthetic bacterium JCVI-Syn3A]
syn732	>AVX54945.1	Deoxyribose-phosphate aldolase [synthetic bacterium JCVI-Syn3A]
syn733	>AVX54946.1	Phosphopentomutase [synthetic bacterium JCVI-Syn3A]
syn747	>AVX54947.1	Purine-nucleoside phosphorylase [synthetic bacterium JCVI-Syn3A]
syn76	>AVX54605.1	Asparagine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn77	>AVX54606.1	Uncharacterized hydrolase [synthetic bacterium JCVI-Syn3A]
syn771	>AVX54948.1	Ribonucleotide-diphosphate reductase subunit alpha [synthetic bacterium JCVI-Syn3A]
syn772	>AVX54949.1	Ribonucleotide reductase assembly protein [synthetic bacterium JCVI-Syn3A]
syn773	>AVX54950.1	Ribonucleoside-diphosphate reductase subunit beta [synthetic bacterium JCVI-Syn3A]
syn774	>AVX54951.1	Preprotein translocase subunit [synthetic bacterium JCVI-Syn3A]
syn775	>AVX54952.1	Ribonuclease R [synthetic bacterium JCVI-Syn3A]
syn776	>AVX54953.1	SsrA-binding protein [synthetic bacterium JCVI-Syn3A]
syn777	>AVX54954.1	Uncharacterized protein JCVISYN3A_0777 [synthetic bacterium JCVI-Syn3A]
syn778	>AVX54955.1	Uncharacterized protein JCVISYN3A_0778 [synthetic bacterium JCVI-Syn3A]
syn779	>AVX54956.1	PTS sugar transporter [synthetic bacterium JCVI-Syn3A]
syn787	>AVX54957.1	Magnesium-translocating P-type ATPase [synthetic bacterium JCVI-Syn3A]
syn789	>AVX54958.1	F0F1 ATP synthase subunit delta/epsilon [synthetic bacterium JCVI-Syn3A]
syn79	>AVX54607.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit D [synthetic bacterium JCVI-Syn3A]
syn790	>AVX54959.1	F0F1 ATP synthase subunit beta [synthetic bacterium JCVI-Syn3A]
syn791	>AVX54960.1	F0F1 ATP synthase subunit gamma [synthetic bacterium JCVI-Syn3A]
syn792	>AVX54961.1	F0F1 ATP synthase subunit alpha [synthetic bacterium JCVI-Syn3A]
syn793	>AVX54962.1	F0F1 ATP synthase subunit delta [synthetic bacterium JCVI-Syn3A]
syn794	>AVX54963.1	F0F1 ATP synthase subunit B [synthetic bacterium JCVI-Syn3A]
syn795	>AVX54964.1	F0F1 ATP synthase subunit C [synthetic bacterium JCVI-Syn3A]
syn796	>AVX54965.1	F0F1 ATP synthase subunit A [synthetic bacterium JCVI-Syn3A]
syn797	>AVX54966.1	Uncharacterized protein JCVISYN3A_0797 [synthetic bacterium JCVI-Syn3A]
syn798	>AVX54967.1	Uracil phosphoribosyltransferase [synthetic bacterium JCVI-Syn3A]
syn799	>AVX54968.1	Serine hydroxymethyltransferase [synthetic bacterium JCVI-Syn3A]
syn8	>AVX54576.1	Nucleoside ABC transporter permease [synthetic bacterium JCVI-Syn3A]
syn80	>AVX54608.1	Uncharacterized protein JCVISYN3A_0080 [synthetic bacterium JCVI-Syn3A]
syn800	>AVX54969.1	Ribose 5-phosphate isomerase B [synthetic bacterium JCVI-Syn3A]
syn803	>AVX54970.1	DNA-directed RNA polymerase subunit beta' [synthetic bacterium JCVI-Syn3A]
syn804	>AVX54971.1	DNA-directed RNA polymerase subunit beta [synthetic bacterium JCVI-Syn3A]
syn805	>AVX54972.1	Uncharacterized protein JCVISYN3A_0805 [synthetic bacterium JCVI-Syn3A]
syn806	>AVX54973.1	50S ribosomal protein L7/L12 [synthetic bacterium JCVI-Syn3A]
syn807	>AVX54974.1	50S ribosomal protein L10 [synthetic bacterium JCVI-Syn3A]
syn809	>AVX54975.1	50S ribosomal protein L1 [synthetic bacterium JCVI-Syn3A]
syn81	>AVX54609.1	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase [synthetic bacterium JCVI-Syn3A]
syn810	>AVX54976.1	50S ribosomal protein L11 [synthetic bacterium JCVI-Syn3A]
syn813	>AVX54977.1	UDP-glucose 4-epimerase GalE [synthetic bacterium JCVI-Syn3A]
syn814	>AVX54978.1	UDP-galactopyranose mutase [synthetic bacterium JCVI-Syn3A]
syn817	>AVX54979.1	Uncharacterized DNA-binding protein [synthetic bacterium JCVI-Syn3A]
syn818	>AVX54980.1	Diacylglyceryl transferase [synthetic bacterium JCVI-Syn3A]
syn819	>AVX54981.1	Thioredoxin-disulfide reductase [synthetic bacterium JCVI-Syn3A]
syn82	>AVX54610.1	30S ribosomal protein S20 [synthetic bacterium JCVI-Syn3A]
syn820	>AVX54982.1	Diacylglyceryl transferase [synthetic bacterium JCVI-Syn3A]
syn821	>AVX54983.1	HPr(Ser) kinase/phosphatase [synthetic bacterium JCVI-Syn3A]
syn822	>AVX54984.1	Uncharacterized ECF transporter S component [synthetic bacterium JCVI-Syn3A]
syn823	>AVX54985.1	Dihydrofolate synthase [synthetic bacterium JCVI-Syn3A]
syn824	>AVX54986.1	Excinuclease ABC subunit A [synthetic bacterium JCVI-Syn3A]
syn825	>AVX54987.1	Excinuclease ABC subunit B [synthetic bacterium JCVI-Syn3A]
syn826	>AVX54988.1	DNA polymerase III subunit delta [synthetic bacterium JCVI-Syn3A]
syn827	>AVX54989.1	Uncharacterized protein JCVISYN3A_0827 [synthetic bacterium JCVI-Syn3A]
syn830	>AVX54990.1	Uncharacterized protein JCVISYN3A_0830 [synthetic bacterium JCVI-Syn3A]
syn831	>AVX54991.1	Phosphoribosylpyrophosphate synthetase [synthetic bacterium JCVI-Syn3A]
syn832	>AVX54992.1	Aminoacyl-tRNA hydrolase [synthetic bacterium JCVI-Syn3A]
syn833	>AVX54993.1	50S ribosomal protein L9 [synthetic bacterium JCVI-Syn3A]
syn834	>AVX54994.1	Replicative DNA helicase [synthetic bacterium JCVI-Syn3A]
syn835	>AVX54995.1	Uncharacterized lipoprotein [synthetic bacterium JCVI-Syn3A]
syn836	>AVX54996.1	Uncharacterized ECF transporter S component [synthetic bacterium JCVI-Syn3A]
syn837	>AVX54997.1	Cysteine--tRNA ligase [synthetic bacterium JCVI-Syn3A]
syn838	>AVX54998.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase [synthetic bacterium JCVI-Syn3A]
syn839	>AVX55000.1	Preprotein translocase subunit [synthetic bacterium JCVI-Syn3A]
syn840	>AVX55001.1	Antitermination protein [synthetic bacterium JCVI-Syn3A]
syn851	>AVX55002.1	Uncharacterized lipoprotein [synthetic bacterium JCVI-Syn3A]
syn852	>AVX55003.1	Uncharacterized protein JCVISYN3A_0852 [synthetic bacterium JCVI-Syn3A]
syn853	>AVX55004.1	Uncharacterized protein JCVISYN3A_0853 [synthetic bacterium JCVI-Syn3A]
syn859	>AVX55005.1	DNA topoisomerase I [synthetic bacterium JCVI-Syn3A]
syn870	>AVX55006.1	Uncharacterized C4-dicarboxylate ABC transporter [synthetic bacterium JCVI-Syn3A]
syn872	>AVX55007.1	Uncharacterized ATPase [synthetic bacterium JCVI-Syn3A]
syn873	>AVX55008.1	Uncharacterized protein JCVISYN3A_0873 [synthetic bacterium JCVI-Syn3A]
syn874	>AVX55009.1	16S rRNA (guanine(527)-N(7))-methyltransferase [synthetic bacterium JCVI-Syn3A]
syn875	>AVX55010.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [synthetic bacterium JCVI-Syn3A]
syn876	>AVX55011.1	Uncharacterized amino acid permease [synthetic bacterium JCVI-Syn3A]
syn877	>AVX55012.1	Uncharacterized protein JCVISYN3A_0877 [synthetic bacterium JCVI-Syn3A]
syn878	>AVX55013.1	Uncharacterized amino acid permease [synthetic bacterium JCVI-Syn3A]
syn879	>AVX55014.1	Magnesium transporter [synthetic bacterium JCVI-Syn3A]
syn881	>AVX55015.1	Uncharacterized MFS transporter [synthetic bacterium JCVI-Syn3A]
syn885	>AVX55016.1	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme [synthetic bacterium JCVI-Syn3A]
syn886	>AVX55017.1	Proton-glutamate symporter [synthetic bacterium JCVI-Syn3A]
syn887	>AVX55018.1	Coenzyme A Disulfide Reductase [synthetic bacterium JCVI-Syn3A]
syn9	>AVX54577.1	Nucleoside ABC transporter permease [synthetic bacterium JCVI-Syn3A]
syn906	>AVX55019.1	Uncharacterized protein JCVISYN3A_0906 [synthetic bacterium JCVI-Syn3A]
syn907	>AVX55020.1	Uncharacterized hydrolase [synthetic bacterium JCVI-Syn3A]
syn908	>AVX55021.1	Membrane protein insertase [synthetic bacterium JCVI-Syn3A]
syn909	>AVX55022.1	Ribonuclease P protein component [synthetic bacterium JCVI-Syn3A]
syn910	>AVX55023.1	50S ribosomal protein L34 [synthetic bacterium JCVI-Syn3A]
syn913	>AVX54582.1	Tetracycline resistance ribosomal protection protein [synthetic bacterium JCVI-Syn3A]
syn918	>AVX54581.1	Imidazoleglycerol-phosphate dehydratase [synthetic bacterium JCVI-Syn3A]
syn930	>AVX54826.1	50S ribosomal protein L33 [synthetic bacterium JCVI-Syn3A]
syn931	>AVX54860.1	Adenylyl-sulfate kinase [synthetic bacterium JCVI-Syn3A]
syn932	>AVX54999.1	50S ribosomal protein L33 [synthetic bacterium JCVI-Syn3A]
syn94	>AVX54611.1	Uncharacterized protein JCVISYN3A_0094 [synthetic bacterium JCVI-Syn3A]
syn95	>AVX54612.1	Preprotein translocase subunit A [synthetic bacterium JCVI-Syn3A]
syn97	>AVX54613.1	Uncharacterized 5'-3' exonuclease [synthetic bacterium JCVI-Syn3A]
